Nome: CHAPECO
Codigo Estacao: A895
Latitude: -27.0853111
Longitude: -52.6357111
Altitude: 679
Situacao: Operante
Data Inicial: 2019-02-18
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2019-02-18;null;null;null;null;null;null;null;
2019-02-19;null;null;null;null;null;5.8;null;
2019-02-20;null;29.1;23.1;18.4;75.5;8.4;2.3;
2019-02-21;.2;28.1;22.9;18.7;73.3;11.1;3;
2019-02-22;0;30.5;24.2;18.7;69.8;10.2;2.9;
2019-02-23;0;31.7;26.1;20.7;67.9;8;3.1;
2019-02-24;0;31.7;26.2;22.3;66.7;14.3;4.9;
2019-02-25;22;22.6;18.4;17;91.3;14.8;4.2;
2019-02-26;43;22.5;18;14.5;83.1;8.9;3.2;
2019-02-27;0;26;20.1;15.4;75.9;8.2;3.1;
2019-02-28;0;25.9;20.2;14.4;65.7;7;1.9;
2019-03-01;0;29;21.2;14.5;66.4;9.3;2.9;
2019-03-02;0;29;23.2;17;62.2;9.3;2.3;
2019-03-03;0;30.8;23.8;17;55.2;7.5;2.3;
2019-03-04;0;32.1;25.1;19.3;59.5;13.6;3.9;
2019-03-05;0;31.9;25.6;20.4;67.3;9.5;3.5;
2019-03-06;0;31.3;24.2;20.7;70.8;12;3.4;
2019-03-07;14.4;27.8;21.4;19;81.6;14.2;4.2;
2019-03-08;6;29.3;22.1;18.4;80.6;18.3;4.5;
2019-03-09;23.8;21.1;19.7;18.3;92.3;9.2;2.3;
2019-03-10;7;24.9;20.4;17.3;82.5;11.2;5.2;
2019-03-11;0;24.8;20.7;17.9;84.2;10.6;3.6;
2019-03-12;14.4;23.4;19.4;17.9;91.2;9.1;3.9;
2019-03-13;28.4;25.9;20.7;17.2;87.6;6.1;2.2;
2019-03-14;.8;25.4;21.1;18.9;87.5;6.4;1.6;
2019-03-15;.2;26.7;21.1;16.8;86;4.8;1.7;
2019-03-16;0;27.7;23.2;18.6;78;7.2;2.6;
2019-03-17;.4;23.6;20.9;20;88.3;9.3;3.2;
2019-03-18;22.2;21.2;19.5;18.7;94.6;10.9;2.9;
2019-03-19;28.8;25.8;19.5;14.1;85.9;6.4;1.5;
2019-03-20;.2;21;18.6;16.5;88.3;9.6;3.2;
2019-03-21;0;21.1;17;14.2;78.3;12.1;4.6;
2019-03-22;0;26.4;18.8;14;80.3;9.1;3;
2019-03-23;0;26.6;20.4;15.1;74;6.4;2.6;
2019-03-24;0;28.2;21.9;16.8;68.1;9.4;2.8;
2019-03-25;0;26.8;21.1;15;67.1;6.8;1.7;
2019-03-26;0;26.7;20.1;14.4;54.3;7.4;3.2;
2019-03-27;0;26.3;19.5;14.5;69.6;10.2;4.4;
2019-03-28;0;27.6;21.2;16.4;74.1;10.3;4.1;
2019-03-29;0;27.8;21.6;16.4;70;7.3;2.8;
2019-03-30;0;28.2;22.3;17.2;67.9;6.6;2.3;
2019-03-31;0;27.5;22.8;17.6;71.1;7;2.4;
2019-04-01;0;30.4;23.8;18.8;71.1;7.5;2.3;
2019-04-02;0;29;23.2;19.9;71.8;7.3;2.7;
2019-04-03;0;26.8;22.1;19.1;76.1;8.2;2.3;
2019-04-04;0;28.9;23.7;20.7;76.3;12;4;
2019-04-05;14.8;23.3;20.6;20;91.3;11.8;3.8;
2019-04-06;5.4;18;16.8;15.8;92.9;12.6;3.6;
2019-04-07;13.2;21.4;18.5;16.1;93.4;5.6;1.8;
2019-04-08;.2;24.1;19.5;17;85.1;8.1;3.2;
2019-04-09;0;27.3;19.7;14.2;76.7;8.6;3.2;
2019-04-10;0;26.2;20.2;15.2;72.1;6.9;2.8;
2019-04-11;0;27.3;21.1;16.3;68.4;6.6;2.7;
2019-04-12;0;27.3;21.3;16.4;74.3;7.6;1.9;
2019-04-13;0;28.7;22.2;17.3;69.8;7.7;2.4;
2019-04-14;0;29.2;23.2;18.1;67.1;12.9;2.7;
2019-04-15;0;30.1;23.6;19.2;71.5;7;2.2;
2019-04-16;38.4;25.9;21.3;18.5;82.2;9.5;3.4;
2019-04-17;0;24.5;19.1;15.4;73.3;9.7;3.2;
2019-04-18;0;25.1;18.6;12.7;70.2;7;2.3;
2019-04-19;0;27.6;20.9;14.5;64.9;8.7;2.3;
2019-04-20;0;23.7;19.4;17.6;81;11.6;2.7;
2019-04-21;35.6;21;17.6;15.9;94.3;9.2;2.7;
2019-04-22;4.8;24.5;19.9;16.6;87.5;7.2;2.5;
2019-04-23;0;25.6;20.7;17.5;86;8;2.6;
2019-04-24;.2;27.5;21.5;16.7;78.8;6.8;2.3;
2019-04-25;0;25.4;21.4;17.7;83;6.4;2.6;
2019-04-26;0;24.3;21.7;19.5;86.1;5.8;2.2;
2019-04-27;.2;23;20.6;19.5;87.9;24.1;2.7;
2019-04-28;27.8;19.6;17.7;17;95.2;11.5;2.8;
2019-04-29;5.2;22.7;17.3;13.6;84.6;6.6;2.4;
2019-04-30;.2;23.8;18.1;13.7;84.9;6.4;2.6;
2019-05-01;.8;22;18.9;16.1;90.3;4.9;1.7;
2019-05-02;0;25.2;20;16.2;86.2;9.3;2.5;
2019-05-03;0;27.4;21.7;18.1;82.7;10;3.3;
2019-05-04;.6;28.5;23.6;20.7;78.9;8.7;3.3;
2019-05-05;0;28.4;23.3;19.3;80.3;9.7;3.2;
2019-05-06;2.4;26.2;20.4;19.4;91.1;18.3;2.7;
2019-05-07;14.2;23.6;19.4;17;86.5;7.6;3.4;
2019-05-08;0;25.9;20.2;16.4;87.5;7.7;3.1;
2019-05-09;3.2;22.7;20.2;17.3;85.3;10.9;3.3;
2019-05-10;0;21.7;19.2;18.8;80.7;16.1;4.7;
2019-05-11;28.8;18.5;17.1;16.4;95.5;12.7;3.7;
2019-05-12;108.8;19;17.4;16.4;97.3;6.4;2.2;
2019-05-13;5.6;18.6;16.1;16.9;95;11.1;3.6;
2019-05-14;5.6;15.1;12.7;10.7;93;9.4;2.9;
2019-05-15;0;18.5;14.3;10.7;82.7;12.1;4.7;
2019-05-16;0;21.8;16.1;11.5;81.2;9.6;3.8;
2019-05-17;0;20.3;15.8;12;78.8;9.3;4.2;
2019-05-18;0;22.9;16.8;12.3;80.1;8;3.3;
2019-05-19;0;23.6;18.1;13.9;76.5;6.6;2.4;
2019-05-20;0;24.4;18;12.3;80.4;6.1;2.4;
2019-05-21;0;20.2;18;14.7;80.6;8.7;3.2;
2019-05-22;20.6;18.6;17.3;16.5;95.8;5.5;2.3;
2019-05-23;14;17.8;16.3;15.1;94.3;6.2;2.2;
2019-05-24;5.6;15.5;13.5;12.5;95.3;16.7;4.2;
2019-05-25;6.4;14.4;12.3;10.6;90;6.5;2;
2019-05-26;.2;21.8;15;9.1;79.3;12;3.8;
2019-05-27;0;21.5;18.8;14.8;68.3;11.5;5.2;
2019-05-28;30;21.3;18.8;17.2;88.3;16.5;3.8;
2019-05-29;0;21.8;18.1;15.3;83.2;6.8;2.6;
2019-05-30;15.8;20.2;18.4;17;94.3;11.2;2.9;
2019-05-31;37;20.7;18.3;17.1;94.6;6.6;2.3;
2019-06-01;.4;21.1;17;15.4;90.7;7;2.2;
2019-06-02;0;20.3;16.7;14.2;84.9;7.7;2.9;
2019-06-03;.2;17.6;14.9;13.2;92.5;7.5;2.5;
2019-06-04;.2;18.3;13.7;10.9;78.2;9.2;3.5;
2019-06-05;0;20.3;13.5;7.3;66.1;9.1;3.3;
2019-06-06;0;22.2;15.6;10;70.8;11.8;3.8;
2019-06-07;0;23.9;18;13.5;65.7;11.9;4.2;
2019-06-08;0;24;18.3;14.3;66.9;9.4;3.3;
2019-06-09;0;24.7;19.2;15.3;67.5;9.8;3.2;
2019-06-10;0;23.4;18.8;15.7;59.2;13.9;3.7;
2019-06-11;0;24.3;18;13.6;72.6;6.7;3.1;
2019-06-12;0;26;20.2;15.7;69;11.8;4;
2019-06-13;0;26.5;21.4;16.5;63;13.9;3.9;
2019-06-14;0;27.4;21.7;17;62.8;10.5;3.7;
2019-06-15;0;26.3;21.5;18.3;64;10.4;3.3;
2019-06-16;0;26.8;21.4;17.6;62.3;7.8;3.1;
2019-06-17;0;25.5;19.9;15.6;69.6;7.2;2.9;
2019-06-18;0;24.4;19.2;16.5;62.9;12.3;4.4;
2019-06-19;0;19.3;16.2;16;81.8;7.5;3.1;
2019-06-20;.8;20.1;13;7.9;73;6.8;2.8;
2019-06-21;.2;24.6;16.7;10.8;76;7.4;4;
2019-06-22;0;24.9;18.8;14.2;73.3;7.9;3.1;
2019-06-23;0;24.2;18.7;14.2;67;12.2;3.6;
2019-06-24;0;24.6;19.1;14.4;62.6;10.4;3.3;
2019-06-25;0;25.2;19.7;15.7;60.6;15.7;5.9;
2019-06-26;34.4;20.8;8.7;6.6;93.3;14.8;3.6;
2019-06-27;0;19.7;13.8;7.1;87.2;11.6;3.9;
2019-06-28;7;25.9;20.6;12.9;74.9;13.6;5.3;
2019-06-29;0;27.1;23.2;18.1;60.3;14.7;6.4;
2019-06-30;0;24.3;21.4;19.8;68.4;12.5;5.2;
2019-07-01;22.2;20.5;14.7;13.5;90.9;12.2;2.6;
2019-07-02;12.6;13.9;12.6;11.1;96.8;5.1;1.3;
2019-07-03;11.6;15.8;13.1;12;87.9;8;3.1;
2019-07-04;.2;13.2;8;3.4;70;8.2;3.2;
2019-07-05;0;8.6;5.6;3;64;11.5;3.6;
2019-07-06;0;8.9;3.2;-1.4;66.8;6.9;2.3;
2019-07-07;0;14.9;5.8;-1.5;64.8;7.7;2.6;
2019-07-08;0;18.4;10.3;1.3;52.4;6.6;3.1;
2019-07-09;0;22.5;13.7;5.3;54.1;8.5;3.6;
2019-07-10;0;22.2;15.7;9.3;59.5;8.1;3.4;
2019-07-11;0;24.5;17.3;10.5;61.6;6.9;3.2;
2019-07-12;0;25.2;19.5;13.3;54.4;12.6;4.2;
2019-07-13;0;24.6;20.3;17.1;52.3;8.8;4.2;
2019-07-14;2.6;20.8;17.1;14.7;79.8;8.5;2.8;
2019-07-15;28;16.9;14.6;14;93.6;9.6;2.5;
2019-07-16;.2;13.2;9.2;4.6;74.9;10.1;3.4;
2019-07-17;0;18.8;11;4.8;67.9;9.5;3.4;
2019-07-18;0;20.9;13.4;7.2;66.2;8.5;3.1;
2019-07-19;.8;17.5;14.3;10.3;80.8;12;3.4;
2019-07-20;1.4;24.8;17.3;11.6;69.8;10.2;3.8;
2019-07-21;0;23.5;19.5;15.3;57.8;13.9;5.6;
2019-07-22;0;27.1;21.8;18.1;51.9;17.2;6.3;
2019-07-23;0;25.2;21.3;19.3;61.7;12.5;5.4;
2019-07-24;0;23.8;20.2;15.7;67.9;8.8;3;
2019-07-25;0;25.5;18.9;15.2;81.5;10.4;2.6;
2019-07-26;0;19.3;14.1;14;95;9.4;2.9;
2019-07-27;6.2;11;9.1;6.8;94.4;7.4;2.7;
2019-07-28;0;23.6;13.5;7;85.7;8.3;2.9;
2019-07-29;.6;20.6;16.9;9.9;82.7;7.8;3.7;
2019-07-30;7;21.9;17.4;13.5;76.9;13.7;3.7;
2019-07-31;0;23.7;18.3;13.7;72.3;5.9;1.9;
2019-08-01;0;25.7;20.1;15.6;56.5;12.9;4.4;
2019-08-02;9;21.7;10.1;7;82.9;16.5;4.1;
2019-08-03;1.4;11.1;6.2;1.4;76.5;8.7;2.3;
2019-08-04;0;12.7;7.6;3.2;63.3;12.5;4.1;
2019-08-05;0;17.9;10.3;3.4;65.7;9;3;
2019-08-06;0;24.1;17.2;6.5;65.6;13.6;4.1;
2019-08-07;0;26;20.7;15.8;61.3;13.5;4.9;
2019-08-08;0;27.1;21.7;17.2;61;16.2;4.1;
2019-08-09;0;27;22.2;19;56.7;15.6;4.8;
2019-08-10;.8;24;14.3;11;81.7;10.8;3.6;
2019-08-11;0;24.2;null;6.1;81.4;9;3.5;
2019-08-12;null;28.2;null;null;54.9;15.5;null;
2019-08-13;0;22;12;8.6;67;12.3;4.9;
2019-08-14;0;13.4;7.4;2.2;58.4;14.7;5.5;
2019-08-15;0;23.6;12.8;4.1;55.4;10.2;3.4;
2019-08-16;0;27.3;19.7;9.5;56.4;9.8;3.4;
2019-08-17;0;26.9;21.2;16.2;45;14;5.2;
2019-08-18;.4;23.2;20.1;18.3;65;12.1;4.5;
2019-08-19;5;16;11.4;7.5;80.7;12.5;5.3;
2019-08-20;0;19;14.1;8;76.4;8.8;3.6;
2019-08-21;0;19.8;13.3;9.1;75.6;7.5;2.9;
2019-08-22;0;23.6;15;8;67;10.9;4.2;
2019-08-23;.8;19.2;13.6;9.9;82.4;7.4;1.8;
2019-08-24;.2;22.6;13.7;8;76.5;9;3.7;
2019-08-25;0;25.1;15.7;7.6;61.4;8.8;3.4;
2019-08-26;0;22.4;15.8;9.3;63;9.6;2.5;
2019-08-27;0;25.7;18.7;13.1;67;7.3;2.8;
2019-08-28;0;27.6;20.3;14.1;65.6;8.5;3.5;
2019-08-29;0;28.9;22.6;17.2;52.3;9.9;3.5;
2019-08-30;0;30.7;24.2;19.6;47.8;14.1;4.6;
2019-08-31;11;25.4;17.2;14.4;83;16.8;4.1;
2019-09-01;13.6;17.4;14.3;12.7;78;8.8;3.6;
2019-09-02;0;21.8;13.6;7.3;69;7.9;3.3;
2019-09-03;0;21.2;15.3;11;62.2;9;3.3;
2019-09-04;0;20.4;14.5;9.3;57.6;11.9;3.7;
2019-09-05;0;17.7;13.4;9.4;68.8;10.7;4.9;
2019-09-06;2;22.9;15.7;10.6;77.9;9.3;4.4;
2019-09-07;.2;29.8;22.9;12.3;57.9;13.2;5.3;
2019-09-08;0;31.2;27.1;21.4;45.8;15.3;6.2;
2019-09-09;0;33.5;28.3;23.5;40;20.4;6.5;
2019-09-10;0;29.3;25.9;20.4;45.9;12;4.4;
2019-09-11;0;33.1;25;18.7;53.3;18.7;4.3;
2019-09-12;0;22.7;16.7;17;94.1;8.5;2.4;
2019-09-13;3.4;19.1;15.3;13.1;89.1;9.3;4;
2019-09-14;0;23.7;19;13.1;80.3;8.1;3.3;
2019-09-15;0;34.3;25.6;18.4;55.2;13.1;4.1;
2019-09-16;0;34.6;28.7;23.8;39.3;16.9;5.7;
2019-09-17;0;29.5;24.1;18.1;58.6;8.4;3;
2019-09-18;1.8;20.4;16.7;14.9;89.7;9.5;3.2;
2019-09-19;2.2;23.4;17.4;14;90.9;10.9;3.3;
2019-09-20;33.2;20.7;17.4;16.2;85.9;10.9;3.5;
2019-09-21;0;23.5;16.2;11.1;67.1;11.6;3.9;
2019-09-22;0;22.1;16.4;12.8;60;11.3;4.9;
2019-09-23;0;23;15.8;9.4;54;11.4;3.9;
2019-09-24;0;19.7;14.8;10.5;66.3;8.3;3.5;
2019-09-25;0;24;17.3;10.6;62.1;7.2;2.8;
2019-09-26;0;25.2;19.2;13.1;59.6;7.6;2.3;
2019-09-27;0;24.9;19.3;13.8;45.9;11.3;4.6;
2019-09-28;0;28.2;20.3;13.6;53.9;10.9;3.7;
2019-09-29;0;28.9;22.9;16.2;48.8;9.4;2.8;
2019-09-30;0;31.3;24;16.3;43.5;12.5;4.3;
2019-10-01;0;34.6;26.8;19.7;39.8;12.5;4.8;
2019-10-02;0;32.2;26.1;25;53;16.3;5.8;
2019-10-03;37.4;23;19.8;17.8;92.1;11.5;4.5;
2019-10-04;17.2;26.2;21.6;18;78.3;7;2.8;
2019-10-05;1.8;21.3;18;17.1;91.2;13.7;3.2;
2019-10-06;18.2;17;15;13.5;89.7;12.2;4.2;
2019-10-07;0;25;18.4;13.9;78.4;6.4;2.3;
2019-10-08;0;27;20.7;15.8;67.6;6.9;2;
2019-10-09;0;28.7;21.8;15.1;56.7;7.9;2.6;
2019-10-10;0;31.7;23.8;16.7;49.1;8.9;3.1;
2019-10-11;0;33.3;26.4;20.2;40;11.9;3.5;
2019-10-12;0;35.3;28.4;21.5;44;12.9;3.7;
2019-10-13;0;34.8;26.1;25.1;54.5;13.9;4;
2019-10-14;1.8;27.5;23.2;20.2;67.7;13.9;5.2;
2019-10-15;0;22.1;18.2;16.7;83.6;15.1;4.8;
2019-10-16;.4;25;18.9;15.2;76.4;9.4;3.7;
2019-10-17;0;31.7;23;17.5;71.2;8.9;3;
2019-10-18;8.8;27.6;20.5;18.7;88.1;16.2;2.4;
2019-10-19;9.2;25.7;20.5;17.4;79.6;8.5;3.2;
2019-10-20;0;26.3;19.1;13.1;66.1;11.9;4.6;
2019-10-21;41.2;19.9;17.5;16.5;93.8;10.1;3.7;
2019-10-22;3.2;22.6;16.1;12.6;78.5;9.5;2.7;
2019-10-23;.2;27.9;19.7;12.8;66.8;11.1;3.3;
2019-10-24;0;28.6;22.4;16.9;57.2;10.1;2.5;
2019-10-25;0;29.9;22.8;16.2;45.3;9;3.5;
2019-10-26;0;33.1;24.4;16.4;51.5;10.6;3.6;
2019-10-27;0;31.2;23.4;22.2;67.5;16.7;5.1;
2019-10-28;35.4;26.3;20.2;16.2;77.8;23.3;4.2;
2019-10-29;1.8;31.1;24.5;16.8;60;14.3;5.1;
2019-10-30;0;34.3;26.4;20.5;61.5;12.6;5.1;
2019-10-31;20.8;25.7;20.1;17.1;84.5;17.9;5.4;
2019-11-01;18.2;31.6;23.6;16.8;70.3;13.6;3.5;
2019-11-02;.2;31.9;25.5;19.3;65.6;10.1;3.2;
2019-11-03;0;28.8;23.6;21.5;78.5;11.6;4;
2019-11-04;1.8;31;24.6;20.3;73.2;14.8;4.8;
2019-11-05;19.8;24.7;20.2;18.2;89.8;12.1;3.5;
2019-11-06;1.8;27.5;21.7;16.4;77;14.4;4.1;
2019-11-07;0;25.4;20.6;18.4;79.8;15.6;3.3;
2019-11-08;16.4;27.9;21.3;16.1;79.7;7.3;3.2;
2019-11-09;0;30.2;23.8;19.9;70.9;13.4;3.6;
2019-11-10;1;27.8;21.9;18;77.8;13.5;2.9;
2019-11-11;.2;29.5;23.2;18.1;70.6;10;4.1;
2019-11-12;0;30.3;23.4;17.4;63.1;10;3.9;
2019-11-13;0;25.4;20.4;17.3;74.5;10.1;3.5;
2019-11-14;24.2;23.3;20;18.6;91;10.9;2.7;
2019-11-15;9.6;26;20.5;15.4;74.8;7.9;2;
2019-11-16;.2;27.5;21;15;57.1;9.5;3.5;
2019-11-17;0;30.3;22.4;15.8;54.9;10.5;3.8;
2019-11-18;0;29.9;24.1;18.2;53.8;7.3;2.8;
2019-11-19;0;31.9;24.9;18.4;50.7;7.9;2.4;
2019-11-20;0;32.9;25.8;19.6;51;7.4;2.5;
2019-11-21;0;32.8;26;20;51.5;8.4;3.1;
2019-11-22;0;33.2;25.9;20.3;56.7;16.5;4.1;
2019-11-23;0;26.5;22.7;19.9;68.6;12.7;4.9;
2019-11-24;0;28;20.5;13.3;61.5;15.7;4.6;
2019-11-25;0;30;22.1;15.1;60.4;8.8;3.9;
2019-11-26;0;25.5;20.8;19.3;76.6;10.2;3.7;
2019-11-27;77.4;21;20.2;18.3;93.1;10.6;3;
2019-11-28;12.4;25;19.6;15.2;75.6;11.1;4.5;
2019-11-29;0;30.5;22.6;15.8;63.4;9.6;3.3;
2019-11-30;0;29.2;24.6;19.6;64.8;11.9;2.8;
2019-12-01;0;29.8;23.7;17.6;61.5;11.9;3.5;
2019-12-02;0;27;21.6;16.2;56.2;12.7;4.6;
2019-12-03;0;30.1;21.7;15.9;57.5;12.7;4.4;
2019-12-04;26.6;25.4;21;19.2;85.3;12.7;3.2;
2019-12-05;46.4;23.8;19.9;17.5;84.8;9.3;2.9;
2019-12-06;.4;24.8;19.6;12.7;61.7;7.7;2;
2019-12-07;0;27.4;21.4;14.3;51.3;9.6;2.8;
2019-12-08;0;29.1;22.5;17.4;55;11.2;3.4;
2019-12-09;0;25.3;21.7;18.9;71.2;10.1;3.1;
2019-12-10;0;29.7;23.4;17.2;62.5;7.3;2.5;
2019-12-11;.2;30.1;24.1;20.4;63.5;13.9;3.1;
2019-12-12;10;28.2;22.7;19.3;73.4;12.4;3.6;
2019-12-13;0;29.7;23.3;17;66.3;9.8;2.9;
2019-12-14;0;32;24.5;19.2;65.1;15;3.4;
2019-12-15;.8;29.6;24;21.4;74.3;16.5;6.2;
2019-12-16;34.6;20.6;19.2;17.7;91.8;13.2;3.4;
2019-12-17;11.4;23.8;19.5;17.6;89.4;8.3;2.4;
2019-12-18;1;26.6;20.6;16;78.1;8.8;4;
2019-12-19;0;29.8;22.3;16.8;71.9;9.6;3.2;
2019-12-20;0;29.6;23.1;20.2;80.1;18.5;4;
2019-12-21;15.4;22.9;20.3;17.9;86.5;11.6;4.4;
2019-12-22;2.8;23.6;19;15.1;75.3;9;2.5;
2019-12-23;0;25.9;20;14.2;55.8;8.1;2.6;
2019-12-24;0;30.3;22.6;14.4;58.5;10.2;3.1;
2019-12-25;0;31.5;25.6;19.5;53.1;9.9;2.9;
2019-12-26;0;32.9;27.1;20.3;51.7;8.1;2.8;
2019-12-27;0;33.2;27.6;21.8;54.3;8;2.5;
2019-12-28;0;33.1;27.2;21.8;50.5;6.9;2.3;
2019-12-29;0;34.1;26.9;21.5;57.1;13.2;3.1;
2019-12-30;0;32.8;26.2;20.7;65.3;12.2;2.5;
2019-12-31;0;32.8;25.7;21.3;64.8;18.8;3.1;
2020-01-01;0;27.1;23.8;21.1;79.8;8.3;2.4;
2020-01-02;.2;26.8;23.4;21.4;79.1;11.1;4;
2020-01-03;0;27.3;22.4;18.4;67.9;11.8;5.1;
2020-01-04;0;29.5;23.5;18.1;63.4;9.4;3;
2020-01-05;0;30;22.9;17.8;65.5;11.1;3.3;
2020-01-06;.2;30.6;24.5;20.3;62.9;13.8;3.8;
2020-01-07;0;29.8;25.2;21.2;66.5;7.5;2.1;
2020-01-08;0;33;26.5;21.2;63.6;7.3;2.3;
2020-01-09;0;32.5;26.6;22.3;69.7;10.5;3.5;
2020-01-10;1.2;30.2;25.2;23.2;79.5;9.1;3;
2020-01-11;24.6;28.3;23.7;20.6;83.8;13.2;2.6;
2020-01-12;0;31.6;25.8;21.2;74.3;8.9;3;
2020-01-13;0;31.9;26.1;21.5;60.3;8.5;3.2;
2020-01-14;0;29.1;25.1;21.9;68.8;9;3.4;
2020-01-15;0;28.9;24.1;21.6;81.1;18.9;3.5;
2020-01-16;17.4;24.6;22;20.2;91.6;17.7;3.2;
2020-01-17;1.4;25.7;20.1;15.8;84;10.6;5;
2020-01-18;0;29.6;23;17.4;70.3;10.1;2.8;
2020-01-19;0;30.7;24.8;19.4;64.9;7.5;2.9;
2020-01-20;0;31.3;25.1;19.5;59.5;7.3;2.7;
2020-01-21;0;27.3;23.2;21.6;71.7;8.6;3.1;
2020-01-22;.8;22;19.6;19.3;88.3;13.3;4.3;
2020-01-23;2.6;25;20.3;16.8;75;13.3;5.4;
2020-01-24;0;27.2;21.5;16;64.3;10.8;4.5;
2020-01-25;0;29.7;23.4;17.7;59.5;8.6;3.6;
2020-01-26;0;30.9;24.7;18.4;55.1;8.4;2.4;
2020-01-27;0;32.1;25.4;18.9;55.3;9.1;2.4;
2020-01-28;0;32.6;25;19.6;64.1;13.5;3;
2020-01-29;6.2;27.8;22.6;19.5;79.2;23.1;4;
2020-01-30;59.2;24.1;20.2;18.1;89;10.3;3.2;
2020-01-31;1.2;27.3;22.2;19.2;81.2;9.4;2.9;
2020-02-01;0;28.5;23.5;17.2;68.9;7.8;2.5;
2020-02-02;0;28.7;22.5;20.7;78.1;14.3;3;
2020-02-03;48.4;28.6;22;16.5;78.9;7.5;2.8;
2020-02-04;.2;29.9;23.7;17.9;68.1;10.6;3.7;
2020-02-05;0;29.8;24.6;20.1;67.4;9.2;3.3;
2020-02-06;0;30.4;25.3;20.2;66.2;8.9;3;
2020-02-07;0;28.6;24.3;19.6;72.3;11;3;
2020-02-08;.8;31;24.2;20.2;76.5;10.5;2.9;
2020-02-09;18.8;28.5;23.6;20.9;86.3;11.2;2.6;
2020-02-10;5;26.9;21.4;17.2;76;12.5;4.3;
2020-02-11;0;28.2;22.6;17.9;66.7;8.4;2.8;
2020-02-12;0;28.1;22.3;17.6;64.1;9.4;2.9;
2020-02-13;0;29.3;22.9;17;63;6.9;2.4;
2020-02-14;0;28.8;23.3;18;61.1;8.9;3;
2020-02-15;0;26.4;22.1;20.2;72.6;9.2;2.7;
2020-02-16;24.4;28.8;22.2;19;83.2;14.1;3;
2020-02-17;3.4;32.5;26;20.2;73.3;11.3;3.5;
2020-02-18;.2;29.9;25.5;23;76.8;18.6;4.1;
2020-02-19;3;28.4;23.6;20.1;82.3;8;2.2;
2020-02-20;.2;29.1;23.4;16.8;71.7;9;2.2;
2020-02-21;0;25.4;20.7;17.1;64.3;11.1;3.5;
2020-02-22;0;23.3;16.8;11.6;59.3;11;3.5;
2020-02-23;0;27.7;20;12.9;59;10.3;3.4;
2020-02-24;0;30.9;23.8;17.5;62.4;9.4;3.5;
2020-02-25;16;26.3;22.1;19.7;87.6;13.1;3.3;
2020-02-26;38.4;25;20.5;18.6;83.9;11.9;3.8;
2020-02-27;0;24.1;18.7;13.3;63.7;10.7;4;
2020-02-28;0;27.7;20.8;14.1;59.8;9.6;2.8;
2020-02-29;0;28.4;22.3;16.4;58.8;11.3;2.6;
2020-03-01;0;26.6;21.7;16;63.2;10.8;4;
2020-03-02;0;27.8;21;15.2;63.3;10.4;3.2;
2020-03-03;0;26.7;20.8;15.3;69.8;7.7;2.7;
2020-03-04;0;28.6;22;16;65.4;8.6;2.6;
2020-03-05;0;29.1;21.8;16.1;61.5;8.5;3.3;
2020-03-06;0;29.8;22.6;16.8;59.5;8.2;2.6;
2020-03-07;0;28.7;22.9;17.8;58.9;9.7;3.4;
2020-03-08;6.2;30.4;21.9;15.3;61.3;19.7;2.9;
2020-03-09;.2;30.6;24.5;18.1;56.1;7;2.6;
2020-03-10;0;31.9;25.2;18;48.7;12.8;2.5;
2020-03-11;0;32.3;25.5;19;48.2;10.8;2.5;
2020-03-12;0;33.3;26.1;19.7;50.4;7.8;2.8;
2020-03-13;0;34.5;27.4;21.8;48.3;6.5;2.6;
2020-03-14;0;34.6;27.7;21.5;42.9;6.7;2.4;
2020-03-15;0;33.9;27.2;20.9;43.1;9.5;2.7;
2020-03-16;0;33.1;26.4;20.6;59;10.1;3.4;
2020-03-17;0;34.2;26.6;20.2;59.8;8.7;3;
2020-03-18;0;29.1;22.9;23.2;78.5;11.4;3.4;
2020-03-19;24;26.5;21.1;18.8;87.5;7;2.5;
2020-03-20;1.6;25.8;20.5;15.5;63.4;7.2;2.1;
2020-03-21;0;27.9;21.1;15.2;56.9;8.6;3.4;
2020-03-22;0;30.1;23.2;16.7;58.3;8.8;2.9;
2020-03-23;0;29.2;23;17;55.5;7.6;2.7;
2020-03-24;0;27.9;22;16.2;55.3;9.1;2.9;
2020-03-25;0;28.5;22;16.3;54.8;6.7;2.7;
2020-03-26;0;29;22.4;16.5;56.4;7.8;3;
2020-03-27;0;29.8;22.8;16.6;53.4;8.6;3;
2020-03-28;0;27.3;22.4;18.6;63;7.6;2.8;
2020-03-29;1.2;30.1;23.4;18.8;73.5;11.1;3.2;
2020-03-30;0;31.6;23.7;19.9;71.5;14.4;2.8;
2020-03-31;null;31.2;24.8;18.9;66.2;11;2.7;
2020-04-01;0;32.2;25.3;19.3;62;9.7;3.2;
2020-04-02;2;26.4;22;20.3;80.9;12.1;3;
2020-04-03;7;20.4;14.8;9.5;76.6;9.2;3.6;
